"X1","X2"
"Jonathan Haidt","Christopher Oveis"
"Jonathan Haidt","Adam B Cohen"
"Jonathan Haidt","June Gruber"
"Jonathan Haidt","Michelle N Shiota"
"Jonathan Haidt","Jonathan Haidt"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Christopher Oveis"
"Jonathan Haidt","Adam B Cohen"
"Jonathan Haidt","June Gruber"
"Jonathan Haidt","Michelle N Shiota"
"Jonathan Haidt","Jonathan Haidt"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Christopher Oveis"
"Jonathan Haidt","Adam B Cohen"
"Jonathan Haidt","June Gruber"
"Jonathan Haidt","Michelle N Shiota"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Jonathan Haidt"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Jonathan Haidt"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Jonathan Haidt"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Joshua Greene"
"Jonathan Haidt","Jonathan Baron"
"Jonathan Haidt","Craig Joseph"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Jonathan Haidt"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Jonathan Haidt"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Jonathan Haidt"
"Jonathan Haidt","Dacher Keltner"
"Jonathan Haidt","Thalia Wheatley"
"Jonathan Haidt","Sara B Algoe"
"Jonathan Haidt","Sara B Algoe"
"Jonathan Haidt","Shelly L Gable"
"Jonathan Haidt","Simone Schnall"
"Jonathan Haidt","Gerald L Clore"
"Jonathan Haidt","Alexander H Jordan"
"E J Horberg","Dacher Keltner"
"E J Horberg","Christopher Oveis"
"E J Horberg","Christopher Oveis"
"E J Horberg","Dacher Keltner"
"E J Horberg","Christopher Oveis"
"E J Horberg","Dacher Keltner"
"E J Horberg","Adam B Cohen"
"Sarina Rodrigues","Christopher Oveis"
"Sarina Rodrigues","Dacher Keltner"
"Emily A Impett","Aleksandr Kogan"
"Emily A Impett","Tammy English"
"Emily A Impett","Oliver John"
"Emily A Impett","Christopher Oveis"
"Emily A Impett","Amie M Gordon"
"Emily A Impett","Dacher Keltner"
"Emily A Impett","Aleksandr Kogan"
"Emily A Impett","Laura R Saslow"
"Emily A Impett","Christopher Oveis"
"Emily A Impett","Dacher Keltner"
"Emily A Impett","Sarina Rodrigues Saturn"
"Emily A Impett","Aleksandr Kogan"
"Emily A Impett","Laura R Saslow"
"Emily A Impett","Emily A Impett"
"Emily A Impett","Christopher Oveis"
"Emily A Impett","Dacher Keltner"
"Emily A Impett","Sarina Rodrigues Saturn"
"Emily A Impett","Amie M Gordon"
"Emily A Impett","Aleksandr Kogan"
"Emily A Impett","Christopher Oveis"
"Emily A Impett","Dacher Keltner"
"Emily A Impett","Aleksandr Kogan"
"Emily A Impett","Christopher Oveis"
"Emily A Impett","Bryant Hui"
"Emily A Impett","Amie M Gordon"
"Emily A Impett","Dacher Keltner"
"Emily A Impett","Amie M Gordon"
"Emily A Impett","Aleksandr Kogan"
"Emily A Impett","Christopher Oveis"
"Emily A Impett","Shelly L Gable"
"Emily A Impett","Dacher Keltner"
"Emily A Impett","Aleksandr Kogan"
"Emily A Impett","Laura R Saslow"
"Emily A Impett","Emily A Impett"
"Emily A Impett","Christopher Oveis"
"Emily A Impett","Dacher Keltner"
"Emily A Impett","Sarina Rodrigues Saturn"
"Emily A Impett","Aleksandr Kogan"
"Emily A Impett","Laura R Saslow"
"Emily A Impett","Christopher Oveis"
"Emily A Impett","Dacher Keltner"
"Emily A Impett","Sarina Rodrigues Saturn"
"Aleksandr Kogan","Emily A Impett"
"Aleksandr Kogan","Tammy English"
"Aleksandr Kogan","Oliver John"
"Aleksandr Kogan","Christopher Oveis"
"Aleksandr Kogan","Amie M Gordon"
"Aleksandr Kogan","Dacher Keltner"
"Aleksandr Kogan","Laura R Saslow"
"Aleksandr Kogan","Emily A Impett"
"Aleksandr Kogan","Christopher Oveis"
"Aleksandr Kogan","Dacher Keltner"
"Aleksandr Kogan","Sarina Rodrigues Saturn"
"Aleksandr Kogan","Aleksandr Kogan"
"Aleksandr Kogan","Laura R Saslow"
"Aleksandr Kogan","Emily A Impett"
"Aleksandr Kogan","Christopher Oveis"
"Aleksandr Kogan","Dacher Keltner"
"Aleksandr Kogan","Sarina Rodrigues Saturn"
"Aleksandr Kogan","Amie M Gordon"
"Aleksandr Kogan","Emily A Impett"
"Aleksandr Kogan","Christopher Oveis"
"Aleksandr Kogan","Dacher Keltner"
"Aleksandr Kogan","Emily A Impett"
"Aleksandr Kogan","Christopher Oveis"
"Aleksandr Kogan","Bryant Hui"
"Aleksandr Kogan","Amie M Gordon"
"Aleksandr Kogan","Dacher Keltner"
"Aleksandr Kogan","Emily A Impett"
"Aleksandr Kogan","Amie M Gordon"
"Aleksandr Kogan","Christopher Oveis"
"Aleksandr Kogan","Shelly L Gable"
"Aleksandr Kogan","Dacher Keltner"
"Aleksandr Kogan","Aleksandr Kogan"
"Aleksandr Kogan","Laura R Saslow"
"Aleksandr Kogan","Emily A Impett"
"Aleksandr Kogan","Christopher Oveis"
"Aleksandr Kogan","Dacher Keltner"
"Aleksandr Kogan","Sarina Rodrigues Saturn"
"Aleksandr Kogan","Laura R Saslow"
"Aleksandr Kogan","Emily A Impett"
"Aleksandr Kogan","Christopher Oveis"
"Aleksandr Kogan","Dacher Keltner"
"Aleksandr Kogan","Sarina Rodrigues Saturn"
"Tammy English","Emily A Impett"
"Tammy English","Aleksandr Kogan"
"Tammy English","Oliver John"
"Tammy English","Christopher Oveis"
"Tammy English","Amie M Gordon"
"Tammy English","Dacher Keltner"
"Oliver John","Emily A Impett"
"Oliver John","Aleksandr Kogan"
"Oliver John","Tammy English"
"Oliver John","Christopher Oveis"
"Oliver John","Amie M Gordon"
"Oliver John","Dacher Keltner"
"Amie M Gordon","Emily A Impett"
"Amie M Gordon","Aleksandr Kogan"
"Amie M Gordon","Tammy English"
"Amie M Gordon","Oliver John"
"Amie M Gordon","Christopher Oveis"
"Amie M Gordon","Dacher Keltner"
"Amie M Gordon","Emily A Impett"
"Amie M Gordon","Aleksandr Kogan"
"Amie M Gordon","Christopher Oveis"
"Amie M Gordon","Dacher Keltner"
"Amie M Gordon","Aleksandr Kogan"
"Amie M Gordon","Emily A Impett"
"Amie M Gordon","Christopher Oveis"
"Amie M Gordon","Bryant Hui"
"Amie M Gordon","Dacher Keltner"
"Amie M Gordon","Emily A Impett"
"Amie M Gordon","Aleksandr Kogan"
"Amie M Gordon","Christopher Oveis"
"Amie M Gordon","Shelly L Gable"
"Amie M Gordon","Dacher Keltner"
"Laura R Saslow","Aleksandr Kogan"
"Laura R Saslow","Emily A Impett"
"Laura R Saslow","Christopher Oveis"
"Laura R Saslow","Dacher Keltner"
"Laura R Saslow","Sarina Rodrigues Saturn"
"Laura R Saslow","Aleksandr Kogan"
"Laura R Saslow","Laura R Saslow"
"Laura R Saslow","Emily A Impett"
"Laura R Saslow","Christopher Oveis"
"Laura R Saslow","Dacher Keltner"
"Laura R Saslow","Sarina Rodrigues Saturn"
"Laura R Saslow","Sarina M Rodrigues"
"Laura R Saslow","Natalia Garcia"
"Laura R Saslow","Oliver P John"
"Laura R Saslow","Dacher Keltner"
"Laura R Saslow","Aleksandr Kogan"
"Laura R Saslow","Laura R Saslow"
"Laura R Saslow","Emily A Impett"
"Laura R Saslow","Christopher Oveis"
"Laura R Saslow","Dacher Keltner"
"Laura R Saslow","Sarina Rodrigues Saturn"
"Laura R Saslow","Aleksandr Kogan"
"Laura R Saslow","Emily A Impett"
"Laura R Saslow","Christopher Oveis"
"Laura R Saslow","Dacher Keltner"
"Laura R Saslow","Sarina Rodrigues Saturn"
"Laura R Saslow","Brandon J Cosley"
"Laura R Saslow","Shannon K McCoy"
"Laura R Saslow","Elissa S Epel"
"Sarina Rodrigues Saturn","Aleksandr Kogan"
"Sarina Rodrigues Saturn","Laura R Saslow"
"Sarina Rodrigues Saturn","Emily A Impett"
"Sarina Rodrigues Saturn","Christopher Oveis"
"Sarina Rodrigues Saturn","Dacher Keltner"
"Sarina Rodrigues Saturn","Aleksandr Kogan"
"Sarina Rodrigues Saturn","Laura R Saslow"
"Sarina Rodrigues Saturn","Emily A Impett"
"Sarina Rodrigues Saturn","Christopher Oveis"
"Sarina Rodrigues Saturn","Dacher Keltner"
"Sarina Rodrigues Saturn","Sarina Rodrigues Saturn"
"Sarina Rodrigues Saturn","Aleksandr Kogan"
"Sarina Rodrigues Saturn","Laura R Saslow"
"Sarina Rodrigues Saturn","Emily A Impett"
"Sarina Rodrigues Saturn","Christopher Oveis"
"Sarina Rodrigues Saturn","Dacher Keltner"
"Sarina Rodrigues Saturn","Sarina Rodrigues Saturn"
"Sarina Rodrigues Saturn","Aleksandr Kogan"
"Sarina Rodrigues Saturn","Laura R Saslow"
"Sarina Rodrigues Saturn","Emily A Impett"
"Sarina Rodrigues Saturn","Christopher Oveis"
"Sarina Rodrigues Saturn","Dacher Keltner"
"Bryant Hui","Aleksandr Kogan"
"Bryant Hui","Emily A Impett"
"Bryant Hui","Christopher Oveis"
"Bryant Hui","Amie M Gordon"
"Bryant Hui","Dacher Keltner"
"Gerben A Van Kleef","Christopher Oveis"
"Gerben A Van Kleef","Ilmo Van Der LÃ¶we"
"Gerben A Van Kleef","Aleksandr LuoKogan"
"Gerben A Van Kleef","Jennifer Goetz"
"Gerben A Van Kleef","Dacher Keltner"
"Ilmo Van Der LÃ¶we","Gerben A Van Kleef"
"Ilmo Van Der LÃ¶we","Christopher Oveis"
"Ilmo Van Der LÃ¶we","Aleksandr LuoKogan"
"Ilmo Van Der LÃ¶we","Jennifer Goetz"
"Ilmo Van Der LÃ¶we","Dacher Keltner"
"Ilmo Van Der LÃ¶we","StÃ©phane CÃ´tÃ©"
"Ilmo Van Der LÃ¶we","Michael W Kraus"
"Ilmo Van Der LÃ¶we","Bonnie Hayden Cheng"
"Ilmo Van Der LÃ¶we","Christopher Oveis"
"Ilmo Van Der LÃ¶we","Hua Lian"
"Ilmo Van Der LÃ¶we","Dacher Keltner"
"Aleksandr LuoKogan","Gerben A Van Kleef"
"Aleksandr LuoKogan","Christopher Oveis"
"Aleksandr LuoKogan","Ilmo Van Der LÃ¶we"
"Aleksandr LuoKogan","Jennifer Goetz"
"Aleksandr LuoKogan","Dacher Keltner"
"Jennifer Goetz","Gerben A Van Kleef"
"Jennifer Goetz","Christopher Oveis"
"Jennifer Goetz","Ilmo Van Der LÃ¶we"
"Jennifer Goetz","Aleksandr LuoKogan"
"Jennifer Goetz","Dacher Keltner"
"Shelly L Gable","Emily A Impett"
"Shelly L Gable","Amie M Gordon"
"Shelly L Gable","Aleksandr Kogan"
"Shelly L Gable","Christopher Oveis"
"Shelly L Gable","Dacher Keltner"
"Shelly L Gable","Sara B Algoe"
"Shelly L Gable","Natalya C Maisel"
"Shelly L Gable","Sara B Algoe"
"Shelly L Gable","Jonathan Haidt"
"Gary D Sherman","Jooa J Lee"
"Gary D Sherman","Amy J C Cuddy"
"Gary D Sherman","Jonathan Renshon"
"Gary D Sherman","Christopher Oveis"
"Gary D Sherman","James J Gross"
"Gary D Sherman","Jennifer S Lerner"
"Jooa J Lee","Gary D Sherman"
"Jooa J Lee","Amy J C Cuddy"
"Jooa J Lee","Jonathan Renshon"
"Jooa J Lee","Christopher Oveis"
"Jooa J Lee","James J Gross"
"Jooa J Lee","Jennifer S Lerner"
"Amy J C Cuddy","Gary D Sherman"
"Amy J C Cuddy","Jooa J Lee"
"Amy J C Cuddy","Jonathan Renshon"
"Amy J C Cuddy","Christopher Oveis"
"Amy J C Cuddy","James J Gross"
"Amy J C Cuddy","Jennifer S Lerner"
"Jonathan Renshon","Gary D Sherman"
"Jonathan Renshon","Jooa J Lee"
"Jonathan Renshon","Amy J C Cuddy"
"Jonathan Renshon","Christopher Oveis"
"Jonathan Renshon","James J Gross"
"Jonathan Renshon","Jennifer S Lerner"
"Jennifer S Lerner","Gary D Sherman"
"Jennifer S Lerner","Jooa J Lee"
"Jennifer S Lerner","Amy J C Cuddy"
"Jennifer S Lerner","Jonathan Renshon"
"Jennifer S Lerner","Christopher Oveis"
"Jennifer S Lerner","James J Gross"
"Jennifer S Lerner","Dacher Keltner"
"StÃ©phane CÃ´tÃ©","Michael W Kraus"
"StÃ©phane CÃ´tÃ©","Bonnie Hayden Cheng"
"StÃ©phane CÃ´tÃ©","Christopher Oveis"
"StÃ©phane CÃ´tÃ©","Ilmo Van Der LÃ¶we"
"StÃ©phane CÃ´tÃ©","Hua Lian"
"StÃ©phane CÃ´tÃ©","Dacher Keltner"
"Michael W Kraus","StÃ©phane CÃ´tÃ©"
"Michael W Kraus","Bonnie Hayden Cheng"
"Michael W Kraus","Christopher Oveis"
"Michael W Kraus","Ilmo Van Der LÃ¶we"
"Michael W Kraus","Hua Lian"
"Michael W Kraus","Dacher Keltner"
"Bonnie Hayden Cheng","StÃ©phane CÃ´tÃ©"
"Bonnie Hayden Cheng","Michael W Kraus"
"Bonnie Hayden Cheng","Christopher Oveis"
"Bonnie Hayden Cheng","Ilmo Van Der LÃ¶we"
"Bonnie Hayden Cheng","Hua Lian"
"Bonnie Hayden Cheng","Dacher Keltner"
"Hua Lian","StÃ©phane CÃ´tÃ©"
"Hua Lian","Michael W Kraus"
"Hua Lian","Bonnie Hayden Cheng"
"Hua Lian","Christopher Oveis"
"Hua Lian","Ilmo Van Der LÃ¶we"
"Hua Lian","Dacher Keltner"
"Shayan Oveis Gharan","Amin Saberi"
"Shayan Oveis Gharan","Luca Trevisan"
"Shayan Oveis Gharan","Luca Trevisan"
"Shayan Oveis Gharan","Jan VondrÃ¡k"
"Amin Saberi","Shayan Oveis Gharan"
"Luca Trevisan","Shayan Oveis Gharan"
"Luca Trevisan","Shayan Oveis Gharan"
"Jan VondrÃ¡k","Shayan Oveis Gharan"
"Paul Ekman","Dacher Keltner"
"Cameron Anderson","Dacher Keltner"
"Cameron Anderson","Dacher Keltner"
"LeeAnne Harker","Dacher Keltner"
"George Bonanno","Dacher Keltner"
"Jennifer S Beer","Dacher Keltner"
"Robert J Robinson","Dacher Keltner"
"David H Ebenbach","Dacher Keltner"
"Sarina M Rodrigues","Laura R Saslow"
"Sarina M Rodrigues","Natalia Garcia"
"Sarina M Rodrigues","Oliver P John"
"Sarina M Rodrigues","Dacher Keltner"
"Natalia Garcia","Sarina M Rodrigues"
"Natalia Garcia","Laura R Saslow"
"Natalia Garcia","Oliver P John"
"Natalia Garcia","Dacher Keltner"
"Oliver P John","Sarina M Rodrigues"
"Oliver P John","Laura R Saslow"
"Oliver P John","Natalia Garcia"
"Oliver P John","Dacher Keltner"
"Brandon J Cosley","Shannon K McCoy"
"Brandon J Cosley","Laura R Saslow"
"Brandon J Cosley","Elissa S Epel"
"Shannon K McCoy","Brandon J Cosley"
"Shannon K McCoy","Laura R Saslow"
"Shannon K McCoy","Elissa S Epel"
"Elissa S Epel","Brandon J Cosley"
"Elissa S Epel","Shannon K McCoy"
"Elissa S Epel","Laura R Saslow"
"Lisa M Groesz","Shannon McCoy"
"Lisa M Groesz","Jenna Carl"
"Lisa M Groesz","Laura Saslow"
"Lisa M Groesz","Judith Stewart"
"Lisa M Groesz","Nancy Adler"
"Lisa M Groesz","Barbara Laraia"
"Lisa M Groesz","Elissa Epel"
"Lisa M Groesz","Shannon McCoy"
"Lisa M Groesz","Jenna Carl"
"Lisa M Groesz","Laura Saslow"
"Lisa M Groesz","Judith Stewart"
"Lisa M Groesz","Nancy Adler"
"Lisa M Groesz","Barbara Laraia"
"Lisa M Groesz","Elissa Epel"
"Shannon McCoy","Lisa M Groesz"
"Shannon McCoy","Jenna Carl"
"Shannon McCoy","Laura Saslow"
"Shannon McCoy","Judith Stewart"
"Shannon McCoy","Nancy Adler"
"Shannon McCoy","Barbara Laraia"
"Shannon McCoy","Elissa Epel"
"Shannon McCoy","Lisa M Groesz"
"Shannon McCoy","Jenna Carl"
"Shannon McCoy","Laura Saslow"
"Shannon McCoy","Judith Stewart"
"Shannon McCoy","Nancy Adler"
"Shannon McCoy","Barbara Laraia"
"Shannon McCoy","Elissa Epel"
"Jenna Carl","Lisa M Groesz"
"Jenna Carl","Shannon McCoy"
"Jenna Carl","Laura Saslow"
"Jenna Carl","Judith Stewart"
"Jenna Carl","Nancy Adler"
"Jenna Carl","Barbara Laraia"
"Jenna Carl","Elissa Epel"
"Jenna Carl","Lisa M Groesz"
"Jenna Carl","Shannon McCoy"
"Jenna Carl","Laura Saslow"
"Jenna Carl","Judith Stewart"
"Jenna Carl","Nancy Adler"
"Jenna Carl","Barbara Laraia"
"Jenna Carl","Elissa Epel"
"Laura Saslow","Lisa M Groesz"
"Laura Saslow","Shannon McCoy"
"Laura Saslow","Jenna Carl"
"Laura Saslow","Judith Stewart"
"Laura Saslow","Nancy Adler"
"Laura Saslow","Barbara Laraia"
"Laura Saslow","Elissa Epel"
"Laura Saslow","Lisa M Groesz"
"Laura Saslow","Shannon McCoy"
"Laura Saslow","Jenna Carl"
"Laura Saslow","Judith Stewart"
"Laura Saslow","Nancy Adler"
"Laura Saslow","Barbara Laraia"
"Laura Saslow","Elissa Epel"
"Judith Stewart","Lisa M Groesz"
"Judith Stewart","Shannon McCoy"
"Judith Stewart","Jenna Carl"
"Judith Stewart","Laura Saslow"
"Judith Stewart","Nancy Adler"
"Judith Stewart","Barbara Laraia"
"Judith Stewart","Elissa Epel"
"Judith Stewart","Lisa M Groesz"
"Judith Stewart","Shannon McCoy"
"Judith Stewart","Jenna Carl"
"Judith Stewart","Laura Saslow"
"Judith Stewart","Nancy Adler"
"Judith Stewart","Barbara Laraia"
"Judith Stewart","Elissa Epel"
"Nancy Adler","Lisa M Groesz"
"Nancy Adler","Shannon McCoy"
"Nancy Adler","Jenna Carl"
"Nancy Adler","Laura Saslow"
"Nancy Adler","Judith Stewart"
"Nancy Adler","Barbara Laraia"
"Nancy Adler","Elissa Epel"
"Nancy Adler","Lisa M Groesz"
"Nancy Adler","Shannon McCoy"
"Nancy Adler","Jenna Carl"
"Nancy Adler","Laura Saslow"
"Nancy Adler","Judith Stewart"
"Nancy Adler","Barbara Laraia"
"Nancy Adler","Elissa Epel"
"Barbara Laraia","Lisa M Groesz"
"Barbara Laraia","Shannon McCoy"
"Barbara Laraia","Jenna Carl"
"Barbara Laraia","Laura Saslow"
"Barbara Laraia","Judith Stewart"
"Barbara Laraia","Nancy Adler"
"Barbara Laraia","Elissa Epel"
"Barbara Laraia","Lisa M Groesz"
"Barbara Laraia","Shannon McCoy"
"Barbara Laraia","Jenna Carl"
"Barbara Laraia","Laura Saslow"
"Barbara Laraia","Judith Stewart"
"Barbara Laraia","Nancy Adler"
"Barbara Laraia","Elissa Epel"
"Elissa Epel","Lisa M Groesz"
"Elissa Epel","Shannon McCoy"
"Elissa Epel","Jenna Carl"
"Elissa Epel","Laura Saslow"
"Elissa Epel","Judith Stewart"
"Elissa Epel","Nancy Adler"
"Elissa Epel","Barbara Laraia"
"Elissa Epel","Lisa M Groesz"
"Elissa Epel","Shannon McCoy"
"Elissa Epel","Jenna Carl"
"Elissa Epel","Laura Saslow"
"Elissa Epel","Judith Stewart"
"Elissa Epel","Nancy Adler"
"Elissa Epel","Barbara Laraia"
"Nancy Thomas","Scott Saslow"
"Scott Saslow","Nancy Thomas"
"Erich Peters","George Saslow"
"George Saslow","Erich Peters"
"Joshua Greene","Jonathan Haidt"
"Jonathan Baron","Jonathan Haidt"
"Craig Joseph","Jonathan Haidt"
"Thalia Wheatley","Jonathan Haidt"
"Sara B Algoe","Jonathan Haidt"
"Sara B Algoe","Annette L Stanton"
"Sara B Algoe","Barbara L Fredrickson"
"Sara B Algoe","Shelly L Gable"
"Sara B Algoe","Natalya C Maisel"
"Sara B Algoe","Jonathan Haidt"
"Sara B Algoe","Shelly L Gable"
"Sara B Algoe","Minkyung Koo"
"Sara B Algoe","Timothy D Wilson"
"Sara B Algoe","Daniel T Gilbert"
"Annette L Stanton","Sara B Algoe"
"Barbara L Fredrickson","Sara B Algoe"
"Natalya C Maisel","Sara B Algoe"
"Natalya C Maisel","Shelly L Gable"
"Minkyung Koo","Sara B Algoe"
"Minkyung Koo","Timothy D Wilson"
"Minkyung Koo","Daniel T Gilbert"
"Timothy D Wilson","Minkyung Koo"
"Timothy D Wilson","Sara B Algoe"
"Timothy D Wilson","Daniel T Gilbert"
"Daniel T Gilbert","Minkyung Koo"
"Daniel T Gilbert","Sara B Algoe"
"Daniel T Gilbert","Timothy D Wilson"
"C Algoe","G Stoops"
"C Algoe","RE Vandenberghe"
"C Algoe","E Van Ranst"
"G Stoops","C Algoe"
"G Stoops","RE Vandenberghe"
"G Stoops","E Van Ranst"
"RE Vandenberghe","C Algoe"
"RE Vandenberghe","G Stoops"
"RE Vandenberghe","E Van Ranst"
"E Van Ranst","C Algoe"
"E Van Ranst","G Stoops"
"E Van Ranst","RE Vandenberghe"
"Kristin K Algoe","Hui Chen"
"Kristin K Algoe","Alan R Schned"
"Kristin K Algoe","James L Whiteside"
"Hui Chen","Kristin K Algoe"
"Hui Chen","Alan R Schned"
"Hui Chen","James L Whiteside"
"Alan R Schned","Kristin K Algoe"
"Alan R Schned","Hui Chen"
"Alan R Schned","James L Whiteside"
"James L Whiteside","Kristin K Algoe"
"James L Whiteside","Hui Chen"
"James L Whiteside","Alan R Schned"
"Sarah Turner","Sarah McLaughlan"
"Sarah McLaughlan","Sarah Turner"
"Simone Schnall","Jean Roper"
"Simone Schnall","James D Laird"
"Simone Schnall","James D Laird"
"Simone Schnall","Gerald L Clore"
"Simone Schnall","Barbara A Spellman"
"Simone Schnall","Peter R Cannon"
"Simone Schnall","Jennifer Benton"
"Simone Schnall","Sophie Harvey"
"Simone Schnall","Brian P Meier"
"Simone Schnall","Norbert Schwarz"
"Simone Schnall","Peter R Cannon"
"Simone Schnall","Mathew White"
"Simone Schnall","Vikram K Jaswal"
"Simone Schnall","Christina Rowe"
"Simone Schnall","Craig Hedge"
"Simone Schnall","Ruth Weaver"
"Simone Schnall","Peter Robert Cannon"
"Simone Schnall","Mathew White"
"Simone Schnall","Jean Roper"
"Simone Schnall","Daniel M T Fessler"
"Simone Schnall","Kent D Harber"
"Simone Schnall","Jeanine K Stefanucci"
"Simone Schnall","Dennis R Proffitt"
"Simone Schnall","Jonathan Haidt"
"Simone Schnall","Gerald L Clore"
"Simone Schnall","Alexander H Jordan"
"Simone Schnall","Jonathan R Zadra"
"Simone Schnall","Dennis R Proffitt"
"Simone Schnall","David B Centerbar"
"Simone Schnall","Gerald L Clore"
"Simone Schnall","Erika D Garvin"
"Simone Schnall","Michael F Verde"
"Simone Schnall","Laura K Stone"
"Simone Schnall","Hannah S Hatch"
"Jean Roper","Simone Schnall"
"Jean Roper","Simone Schnall"
"Jean Roper","Daniel M T Fessler"
"James D Laird","Simone Schnall"
"James D Laird","Simone Schnall"
"Gerald L Clore","Simone Schnall"
"Gerald L Clore","Simone Schnall"
"Gerald L Clore","Jonathan Haidt"
"Gerald L Clore","Alexander H Jordan"
"Gerald L Clore","David B Centerbar"
"Gerald L Clore","Simone Schnall"
"Gerald L Clore","Erika D Garvin"
"Barbara A Spellman","Simone Schnall"
"Peter R Cannon","Simone Schnall"
"Peter R Cannon","Simone Schnall"
"Peter R Cannon","Mathew White"
"Jennifer Benton","Simone Schnall"
"Jennifer Benton","Sophie Harvey"
"Sophie Harvey","Simone Schnall"
"Sophie Harvey","Jennifer Benton"
"Brian P Meier","Simone Schnall"
"Brian P Meier","Norbert Schwarz"
"Norbert Schwarz","Brian P Meier"
"Norbert Schwarz","Simone Schnall"
"Mathew White","Peter R Cannon"
"Mathew White","Simone Schnall"
"Mathew White","Peter Robert Cannon"
"Mathew White","Simone Schnall"
"Vikram K Jaswal","Simone Schnall"
"Vikram K Jaswal","Christina Rowe"
"Christina Rowe","Simone Schnall"
"Christina Rowe","Vikram K Jaswal"
"Craig Hedge","Simone Schnall"
"Craig Hedge","Ruth Weaver"
"Ruth Weaver","Simone Schnall"
"Ruth Weaver","Craig Hedge"
"Peter Robert Cannon","Simone Schnall"
"Peter Robert Cannon","Mathew White"
"Daniel M T Fessler","Simone Schnall"
"Daniel M T Fessler","Jean Roper"
"Kent D Harber","Simone Schnall"
"Kent D Harber","Jeanine K Stefanucci"
"Kent D Harber","Dennis R Proffitt"
"Jeanine K Stefanucci","Simone Schnall"
"Jeanine K Stefanucci","Kent D Harber"
"Jeanine K Stefanucci","Dennis R Proffitt"
"Dennis R Proffitt","Simone Schnall"
"Dennis R Proffitt","Kent D Harber"
"Dennis R Proffitt","Jeanine K Stefanucci"
"Dennis R Proffitt","Simone Schnall"
"Dennis R Proffitt","Jonathan R Zadra"
"Alexander H Jordan","Simone Schnall"
"Alexander H Jordan","Jonathan Haidt"
"Alexander H Jordan","Gerald L Clore"
"Jonathan R Zadra","Simone Schnall"
"Jonathan R Zadra","Dennis R Proffitt"
"David B Centerbar","Simone Schnall"
"David B Centerbar","Gerald L Clore"
"David B Centerbar","Erika D Garvin"
"Erika D Garvin","David B Centerbar"
"Erika D Garvin","Simone Schnall"
"Erika D Garvin","Gerald L Clore"
"Michael F Verde","Laura K Stone"
"Michael F Verde","Hannah S Hatch"
"Michael F Verde","Simone Schnall"
"Laura K Stone","Michael F Verde"
"Laura K Stone","Hannah S Hatch"
"Laura K Stone","Simone Schnall"
"Hannah S Hatch","Michael F Verde"
"Hannah S Hatch","Laura K Stone"
"Hannah S Hatch","Simone Schnall"
